canonical_arxiv_id,published_month,primary_category,concept_name,concept_type,primary_paradigm
2607.05114,2026-07,cs.LG,spatial vision perception,application,Efficiency/Optimization
2607.05104,2026-07,cs.LG,grokking,theory,Theory/Methodology
2607.05104,2026-07,cs.LG,multi-seed study,method,Theory/Methodology
2607.05104,2026-07,cs.LG,training-set coverage,metric,Theory/Methodology
2607.05104,2026-07,cs.LG,output cardinality,metric,Theory/Methodology
2607.05104,2026-07,cs.LG,weight decay,method,Theory/Methodology
2607.05069,2026-07,cs.CL,nli,theory,Alignment/Safety
2607.05069,2026-07,cs.CL,cross-document claim graph,model,Alignment/Safety
2607.05069,2026-07,cs.CL,defended-claims gate,tool,Alignment/Safety
2607.05069,2026-07,cs.CL,pollution protocol,dataset,Alignment/Safety
2607.05069,2026-07,cs.CL,long-form qa benchmarks,other,Alignment/Safety
2607.05055,2026-07,cs.AI,large language model,model,Agent/Tool Use
2607.05055,2026-07,cs.AI,retrieval-augmented generation,method,Agent/Tool Use
2607.05055,2026-07,cs.AI,safety guardrails,tool,Agent/Tool Use
2607.05055,2026-07,cs.AI,task-oriented scenarios,dataset,Agent/Tool Use
2607.05055,2026-07,cs.AI,end-to-end workflows,application,Agent/Tool Use
2607.05032,2026-07,cs.CL,severity phenotyping,task,Reasoning
2607.05032,2026-07,cs.CL,electronic healthcare records (ehr,application,Reasoning
2607.05032,2026-07,cs.CL,large language models (llm,model,Reasoning
2607.05032,2026-07,cs.CL,synthetic cohort,dataset,Reasoning
2607.05032,2026-07,cs.CL,kappa statistic,metric,Reasoning
2607.05031,2026-07,cs.SE,large language models,model,Theory/Methodology
2607.05031,2026-07,cs.SE,test oracles,task,Theory/Methodology
2607.05031,2026-07,cs.SE,source of authority,theory,Theory/Methodology
2607.05031,2026-07,cs.SE,specification-derived authority,theory,Theory/Methodology
2607.05031,2026-07,cs.SE,llm-as-a-judge,tool,Theory/Methodology
2607.05029,2026-07,cs.CR,forged amplifying rationale memory attack,other,Alignment/Safety
2607.05029,2026-07,cs.CR,reasoning guard,other,Alignment/Safety
2607.05029,2026-07,cs.CR,consensus-based defense,other,Alignment/Safety
2607.05029,2026-07,cs.CR,keyword filter,other,Alignment/Safety
2607.05009,2026-07,cs.LG,mask-conditioned,method,Efficiency/Optimization
2607.05009,2026-07,cs.LG,one-dimensional transformer autoencoder,model,Efficiency/Optimization
2607.05009,2026-07,cs.LG,ecg reconstruction,task,Efficiency/Optimization
2607.05009,2026-07,cs.LG,incomplete ecg records,application,Efficiency/Optimization
2607.05009,2026-07,cs.LG,digital cardiac assessment,application,Efficiency/Optimization
2607.05001,2026-07,cs.CR,llm,model,Agent/Tool Use
2607.05001,2026-07,cs.CR,agent,tool,Agent/Tool Use
2607.05001,2026-07,cs.CR,knowledge graph,task,Agent/Tool Use
2607.05001,2026-07,cs.CR,extraction,task,Agent/Tool Use
2607.05001,2026-07,cs.CR,typing,task,Agent/Tool Use
2607.05001,2026-07,cs.CR,verification,task,Agent/Tool Use
2607.05001,2026-07,cs.CR,curation,task,Agent/Tool Use
2607.04983,2026-07,cs.NE,fuzzy cognitive map,task,Theory/Methodology
2607.04983,2026-07,cs.NE,local large language model,model,Theory/Methodology
2607.04983,2026-07,cs.NE,hotel review,dataset,Theory/Methodology
2607.04983,2026-07,cs.NE,quantitative data extraction,method,Theory/Methodology
2607.04983,2026-07,cs.NE,star rating,metric,Theory/Methodology
2607.04969,2026-07,cs.LG,memorization window,metric,Efficiency/Optimization
2607.04969,2026-07,cs.LG,data reuse,method,Efficiency/Optimization
2607.04969,2026-07,cs.LG,training epochs,task,Efficiency/Optimization
2607.04969,2026-07,cs.LG,downstream evaluation,metric,Efficiency/Optimization
2607.04962,2026-07,cs.CL,annotation guidelines,theory,Theory/Methodology
2607.04962,2026-07,cs.CL,span-annotated corpus,dataset,Theory/Methodology
2607.04962,2026-07,cs.CL,transformer-based models,model,Theory/Methodology
2607.04962,2026-07,cs.CL,conspiratorial actors,task,Theory/Methodology
2607.04962,2026-07,cs.CL,telegram posts,application,Theory/Methodology
2607.05477,2026-07,cs.MA,multi-agent systems,theory,Agent/Tool Use
2607.05477,2026-07,cs.MA,large language models,model,Agent/Tool Use
2607.05477,2026-07,cs.MA,decision protocols,method,Agent/Tool Use
2607.05477,2026-07,cs.MA,knowledge-intensive domains,task,Agent/Tool Use
2607.05477,2026-07,cs.MA,logic-based datasets,dataset,Agent/Tool Use
2607.04941,2026-07,cs.CL,full-duplex spoken dialogue model,model,Dataset/Benchmark
2607.04941,2026-07,cs.CL,speaker-separated dialogue speech,task,Dataset/Benchmark
2607.04941,2026-07,cs.CL,podcast feed,dataset,Dataset/Benchmark
2607.04926,2026-07,cs.LG,transformer,model,Reasoning
2607.04926,2026-07,cs.LG,information matching,task,Reasoning
2607.04926,2026-07,cs.LG,bayesian ceiling,metric,Reasoning
2607.04926,2026-07,cs.LG,inductive bias,risk,Reasoning
2607.04926,2026-07,cs.LG,sample efficiency,metric,Reasoning
2607.04907,2026-07,cs.AI,clinicalorchestrator,tool,RAG/Retrieval
2607.04907,2026-07,cs.AI,datamanager,tool,RAG/Retrieval
2607.04907,2026-07,cs.AI,intentrouter,tool,RAG/Retrieval
2607.04907,2026-07,cs.AI,pandasqueryengine,tool,RAG/Retrieval
2607.04907,2026-07,cs.AI,clinicalragengine,tool,RAG/Retrieval
2607.04907,2026-07,cs.AI,ground truth injection module,tool,RAG/Retrieval
2607.04907,2026-07,cs.AI,protocolmanager,tool,RAG/Retrieval
2607.04907,2026-07,cs.AI,safetyverifier,tool,RAG/Retrieval
2607.04906,2026-07,cs.LG,reinforcement learning,method,Reasoning
2607.04906,2026-07,cs.LG,graph theory,theory,Reasoning
2607.04906,2026-07,cs.LG,partial observability,task,Reasoning
2607.04906,2026-07,cs.LG,blockage detection,application,Reasoning
2607.04906,2026-07,cs.LG,path planning,task,Reasoning
2607.0489,2026-07,cs.CL,large language models,model,Benchmark/Evaluation
2607.0489,2026-07,cs.CL,hateful event detection,task,Benchmark/Evaluation
2607.0489,2026-07,cs.CL,antisemitic events,task,Benchmark/Evaluation
2607.0489,2026-07,cs.CL,expert-annotated datasets,dataset,Benchmark/Evaluation
2607.0489,2026-07,cs.CL,prompt engineering,method,Benchmark/Evaluation
2607.05475,2026-07,cs.AR,mobile llm inference,task,Efficiency/Optimization
2607.05475,2026-07,cs.AR,powerbench,tool,Efficiency/Optimization
2607.05475,2026-07,cs.AR,backend-specific energy attribution,metric,Efficiency/Optimization
2607.05475,2026-07,cs.AR,custom operators,method,Efficiency/Optimization
2607.05475,2026-07,cs.AR,offloading and quantization strategies,method,Efficiency/Optimization
2607.05475,2026-07,cs.AR,energy waste,risk,Efficiency/Optimization
2607.04862,2026-07,cs.LG,u-net,model,Reasoning
2607.04862,2026-07,cs.LG,multi-model blending,method,Reasoning
2607.04862,2026-07,cs.LG,station observation,dataset,Reasoning
2607.04862,2026-07,cs.LG,gridded observation,dataset,Reasoning
2607.04862,2026-07,cs.LG,threat score,metric,Reasoning
2607.04854,2026-07,cs.AI,constraint-aware reinforcement learning,theory,Alignment/Safety
2607.04854,2026-07,cs.AI,reinforcement fine-tuning,method,Alignment/Safety
2607.04854,2026-07,cs.AI,large language models,model,Alignment/Safety
2607.04854,2026-07,cs.AI,task constraints,risk,Alignment/Safety
2607.04846,2026-07,cs.LG,pretraining curriculum,theory,Theory/Methodology
2607.04846,2026-07,cs.LG,fine-tuning,method,Theory/Methodology
2607.04846,2026-07,cs.LG,disentangled representation,model,Theory/Methodology
2607.04846,2026-07,cs.LG,in-context learning,task,Theory/Methodology
2607.04846,2026-07,cs.LG,rule-following behavior,application,Theory/Methodology
2607.04832,2026-07,cs.CL,semantic homogenization,theory,Theory/Methodology
2607.04832,2026-07,cs.CL,natural language processing,tool,Theory/Methodology
2607.04832,2026-07,cs.CL,embedding techniques,method,Theory/Methodology
2607.04832,2026-07,cs.CL,large language models,model,Theory/Methodology
2607.04819,2026-07,cs.LG,structured newton layer parallelism,method,Efficiency/Optimization
2607.04819,2026-07,cs.LG,fully homomorphic encryption,theory,Efficiency/Optimization
2607.04819,2026-07,cs.LG,polynomial approximations,method,Efficiency/Optimization
2607.04819,2026-07,cs.LG,error accumulation,metric,Efficiency/Optimization
2607.04819,2026-07,cs.LG,symbolic bootstraps,metric,Efficiency/Optimization
2607.04819,2026-07,cs.LG,perplexity degradation,metric,Efficiency/Optimization
2607.04819,2026-07,cs.LG,error amplification,metric,Efficiency/Optimization
2607.04774,2026-07,cs.LG,de novo structure elucidation,method,Theory/Methodology
2607.04774,2026-07,cs.LG,self-supervised encoder,model,Theory/Methodology
2607.04774,2026-07,cs.LG,block-diffusion language model,model,Theory/Methodology
2607.04774,2026-07,cs.LG,mass-shell constraint,theory,Theory/Methodology
2607.04774,2026-07,cs.LG,symmetric noise objective,theory,Theory/Methodology
2607.04774,2026-07,cs.LG,candidate diversity mechanism,theory,Theory/Methodology
2607.04751,2026-07,cs.LG,trust region policy distillation,method,Theory/Methodology
2607.04751,2026-07,cs.LG,on-policy distillation,method,Theory/Methodology
2607.04751,2026-07,cs.LG,gradient variance,metric,Theory/Methodology
2607.04751,2026-07,cs.LG,global convergence,theory,Theory/Methodology
2607.04751,2026-07,cs.LG,monotonic improvement,theory,Theory/Methodology
2607.0475,2026-07,cs.AI,pathwise feature transport,method,Reasoning
2607.0475,2026-07,cs.AI,change detection,task,Reasoning
2607.0475,2026-07,cs.AI,feature space,other,Reasoning
2607.0475,2026-07,cs.AI,time-conditioned velocity field,model,Reasoning
2607.0475,2026-07,cs.AI,hierarchical multi-scale architecture,model,Reasoning
2607.04733,2026-07,cs.CL,shannon entropy,metric,Theory/Methodology
2607.04733,2026-07,cs.CL,renyi entropy,metric,Theory/Methodology
2607.04733,2026-07,cs.CL,supervised fine-tuning,method,Theory/Methodology
2607.04733,2026-07,cs.CL,local preservation,theory,Theory/Methodology
2607.04733,2026-07,cs.CL,multimodal entropy structure,theory,Theory/Methodology
2607.05467,2026-07,cs.CV,synthetic fog generation,task,Reasoning
2607.05467,2026-07,cs.CV,image restoration,task,Reasoning
2607.05467,2026-07,cs.CV,object detection,task,Reasoning
2607.05467,2026-07,cs.CV,tracking,task,Reasoning
2607.05467,2026-07,cs.CV,monocular depth estimation,method,Reasoning
2607.05467,2026-07,cs.CV,atmospheric scattering model,model,Reasoning
2607.05467,2026-07,cs.CV,restoration quality,metric,Reasoning
2607.05467,2026-07,cs.CV,detection robustness,metric,Reasoning
2607.04728,2026-07,cs.CL,importance sampling,method,Alignment/Safety
2607.04728,2026-07,cs.CL,off-policy training,task,Alignment/Safety
2607.04728,2026-07,cs.CL,on-policy token,model,Alignment/Safety
2607.04728,2026-07,cs.CL,policy loss,metric,Alignment/Safety
2607.04728,2026-07,cs.CL,rejection sampling,theory,Alignment/Safety
2607.04727,2026-07,cs.SE,multimodal,task,Multimodal
2607.04727,2026-07,cs.SE,benchmark,other,Multimodal
2607.04727,2026-07,cs.SE,interactive dashboard,application,Multimodal
2607.04727,2026-07,cs.SE,code generation,task,Multimodal
2607.04727,2026-07,cs.SE,human judgment,metric,Multimodal
2607.04714,2026-07,cs.RO,motion latents,other,Reasoning
2607.04714,2026-07,cs.RO,point cloud evolution,task,Reasoning
2607.04714,2026-07,cs.RO,spatial geometry,other,Reasoning
2607.04714,2026-07,cs.RO,discrete motion latent codes,model,Reasoning
2607.04714,2026-07,cs.RO,manipulation policies,application,Reasoning
2607.04713,2026-07,cs.LG,reward-swap,method,Alignment/Safety
2607.04713,2026-07,cs.LG,policy optimization,method,Alignment/Safety
2607.04713,2026-07,cs.LG,dense process reward,metric,Alignment/Safety
2607.04713,2026-07,cs.LG,outcome reward,metric,Alignment/Safety
2607.04713,2026-07,cs.LG,multi-turn interaction,task,Alignment/Safety
2607.04708,2026-07,econ.TH,optimal policy,other,Agent/Tool Use
2607.04708,2026-07,econ.TH,poisson arrival process,model,Agent/Tool Use
2607.04708,2026-07,econ.TH,posterior belief,theory,Agent/Tool Use
2607.04708,2026-07,econ.TH,worst-case protection,risk,Agent/Tool Use
2607.04708,2026-07,econ.TH,competitive-ratio,metric,Agent/Tool Use
2607.04708,2026-07,econ.TH,minimax-regret,metric,Agent/Tool Use
2607.0469,2026-07,cs.CL,cloze-style masked language modeling,method,Theory/Methodology
2607.0469,2026-07,cs.CL,prototypical contrastive learning,method,Theory/Methodology
2607.0469,2026-07,cs.CL,topic-conditional layer normalization,method,Theory/Methodology
2607.0469,2026-07,cs.CL,stance detection,task,Theory/Methodology
2607.04688,2026-07,cs.LG,retrosynthesis,task,Benchmark/Evaluation
2607.04688,2026-07,cs.LG,large language models,model,Benchmark/Evaluation
2607.04688,2026-07,cs.LG,evaluation framework,other,Benchmark/Evaluation
2607.04688,2026-07,cs.LG,chemical plausibility,metric,Benchmark/Evaluation
2607.04688,2026-07,cs.LG,commercially available starting materials,metric,Benchmark/Evaluation
2607.04686,2026-07,cs.CL,toolfailbench,other,Benchmark/Evaluation
2607.04686,2026-07,cs.CL,tool-use failures,task,Benchmark/Evaluation
2607.04686,2026-07,cs.CL,clean tool-use rate,metric,Benchmark/Evaluation
2607.04683,2026-07,cs.CV,failure modes,task,Reasoning
2607.04683,2026-07,cs.CV,uncertainty quantification,method,Reasoning
2607.04683,2026-07,cs.CV,visual question answering,task,Reasoning
2607.04683,2026-07,cs.CV,knowledge retrieval,task,Reasoning
2607.04683,2026-07,cs.CV,pre-generation signals,method,Reasoning
2607.04683,2026-07,cs.CV,hidden states,model,Reasoning
2607.04683,2026-07,cs.CV,visual-token representations,model,Reasoning
2607.05465,2026-07,cs.CV,multimodal,other,Agent/Tool Use
2607.05465,2026-07,cs.CV,tool-augmented agent,model,Agent/Tool Use
2607.05465,2026-07,cs.CV,executable reasoning-action trajectory,task,Agent/Tool Use
2607.05465,2026-07,cs.CV,rl (reinforcement learning,other,Agent/Tool Use
2607.05465,2026-07,cs.CV,hybrid reward,metric,Agent/Tool Use
2607.04655,2026-07,cs.CL,autoformalization,task,Benchmark/Evaluation
2607.04655,2026-07,cs.CL,sci error taxonomy,theory,Benchmark/Evaluation
2607.04655,2026-07,cs.CL,diagnostic evaluation,method,Benchmark/Evaluation
2607.04655,2026-07,cs.CL,fine-grained diagnostic annotations,dataset,Benchmark/Evaluation
2607.04645,2026-07,cs.CL,alignment,other,Alignment/Safety
2607.04645,2026-07,cs.CL,chain-of-thought,other,Alignment/Safety
2607.04645,2026-07,cs.CL,forensic reconstruction,task,Alignment/Safety
2607.04645,2026-07,cs.CL,pragmatic framing,risk,Alignment/Safety
2607.0464,2026-07,cs.CL,difference-in-differences,method,Alignment/Safety
2607.0464,2026-07,cs.CL,alignment amplification,theory,Alignment/Safety
2607.0464,2026-07,cs.CL,compression failure,risk,Alignment/Safety
2607.0464,2026-07,cs.CL,lora fine-tune,method,Alignment/Safety
2607.0464,2026-07,cs.CL,natural-language i/o,task,Alignment/Safety
2607.04625,2026-07,cs.CV,retrieval-augmented generation,method,RAG/Retrieval
2607.04625,2026-07,cs.CV,hierarchical question decomposition,method,RAG/Retrieval
2607.04625,2026-07,cs.CV,multimodal retrieval,method,RAG/Retrieval
2607.04625,2026-07,cs.CV,cross-page reasoning,method,RAG/Retrieval
2607.04625,2026-07,cs.CV,memory-guided generation,method,RAG/Retrieval
2607.04619,2026-07,cs.SD,lora adapters,model,Efficiency/Optimization
2607.04619,2026-07,cs.SD,pretrained audio teacher,model,Efficiency/Optimization
2607.04619,2026-07,cs.SD,perceptual stages,task,Efficiency/Optimization
2607.04619,2026-07,cs.SD,semantic stages,task,Efficiency/Optimization
2607.04619,2026-07,cs.SD,distillation,method,Efficiency/Optimization
2607.04595,2026-07,cs.LG,classifier discrimination score (cds,metric,Benchmark/Evaluation
2607.04595,2026-07,cs.LG,perturbation discrimination score (pds,metric,Benchmark/Evaluation
2607.04595,2026-07,cs.LG,macro-f1,metric,Benchmark/Evaluation
2607.04595,2026-07,cs.LG,single-cell perturbation,task,Benchmark/Evaluation
2607.04595,2026-07,cs.LG,population profile,method,Benchmark/Evaluation
2607.04595,2026-07,cs.LG,weak models,model,Benchmark/Evaluation
2607.0459,2026-07,cs.AI,rational inattention,theory,Alignment/Safety
2607.0459,2026-07,cs.AI,bradley--terry log-odds,model,Alignment/Safety
2607.0459,2026-07,cs.AI,low-capacity evaluation channel,model,Alignment/Safety
2607.0459,2026-07,cs.AI,attention-limited measurement process,theory,Alignment/Safety
2607.04579,2026-07,cs.SE,large language model,model,Benchmark/Evaluation
2607.04579,2026-07,cs.SE,ci/cd workflow,task,Benchmark/Evaluation
2607.04579,2026-07,cs.SE,anti-pattern detection,tool,Benchmark/Evaluation
2607.04579,2026-07,cs.SE,repository enrichment,method,Benchmark/Evaluation
2607.04579,2026-07,cs.SE,recommendation generation,application,Benchmark/Evaluation
2607.04572,2026-07,cs.AI,chain-of-thought,task,Reasoning
2607.04572,2026-07,cs.AI,truncated reasoning auc evaluation (trace,method,Reasoning
2607.04572,2026-07,cs.AI,answer-driven reasoning,risk,Reasoning
2607.04566,2026-07,cs.CL,temporal analysis,method,Benchmark/Evaluation
2607.04566,2026-07,cs.CL,sentiment and emotion classification,method,Benchmark/Evaluation
2607.04566,2026-07,cs.CL,transformer-based topic modeling,method,Benchmark/Evaluation
2607.04566,2026-07,cs.CL,adolescent substance use discourse,task,Benchmark/Evaluation
2607.04566,2026-07,cs.CL,naturalistic online setting,application,Benchmark/Evaluation
2607.04563,2026-07,cs.CL,optimal transport divergence,theory,Theory/Methodology
2607.04563,2026-07,cs.CL,fidelity,metric,Theory/Methodology
2607.04563,2026-07,cs.CL,diversity,metric,Theory/Methodology
2607.04563,2026-07,cs.CL,text summarization,task,Theory/Methodology
2607.04562,2026-07,cs.AI,heaviside gate,theory,Alignment/Safety
2607.04562,2026-07,cs.AI,predicate-gated state transitions,method,Alignment/Safety
2607.04562,2026-07,cs.AI,epistemic entropy,metric,Alignment/Safety
2607.04562,2026-07,cs.AI,autoregressive decoding,method,Alignment/Safety
2607.04562,2026-07,cs.AI,verification-first execution framework,method,Alignment/Safety
2607.04558,2026-07,cs.CL,closed-loop program synthesis,method,Reasoning
2607.04558,2026-07,cs.CL,large language model (llm,model,Reasoning
2607.04558,2026-07,cs.CL,signal-processing features,task,Reasoning
2607.04558,2026-07,cs.CL,spike detection,task,Reasoning
2607.04558,2026-07,cs.CL,tabular classifier,tool,Reasoning
2607.04558,2026-07,cs.CL,gradient-boosted tree classifier,tool,Reasoning
2607.04558,2026-07,cs.CL,area under the receiver operating characteristic curve (auc,metric,Reasoning
2607.04558,2026-07,cs.CL,balanced accuracy,metric,Reasoning
2607.04537,2026-07,cs.SE,blind obedience,risk,Alignment/Safety
2607.04537,2026-07,cs.SE,ghost errors,risk,Alignment/Safety
2607.04537,2026-07,cs.SE,semantic corruption,risk,Alignment/Safety
2607.04537,2026-07,cs.SE,iterative repair,method,Alignment/Safety
2607.04537,2026-07,cs.SE,runbugrun dataset,dataset,Alignment/Safety
2607.04535,2026-07,cs.LG,stiefel layer,model,Efficiency/Optimization
2607.04535,2026-07,cs.LG,spectral control,theory,Efficiency/Optimization
2607.04535,2026-07,cs.LG,learnable spectrum,model,Efficiency/Optimization
2607.04535,2026-07,cs.LG,eigenvalue clipping,method,Efficiency/Optimization
2607.04534,2026-07,cs.CL,formal verification,theory,Reasoning
2607.04534,2026-07,cs.CL,algebraic structure,task,Reasoning
2607.04534,2026-07,cs.CL,proof-mechanism,task,Reasoning
2607.04534,2026-07,cs.CL,template accuracy,metric,Reasoning
2607.04534,2026-07,cs.CL,cognitive bias,risk,Reasoning
2607.04531,2026-07,cs.LG,lyapunov function,theory,Efficiency/Optimization
2607.04531,2026-07,cs.LG,quantisation,method,Efficiency/Optimization
2607.04531,2026-07,cs.LG,fixed-point arithmetic,application,Efficiency/Optimization
2607.04531,2026-07,cs.LG,activation overflow,risk,Efficiency/Optimization
2607.04525,2026-07,cs.CL,point-cloud manifold,model,Theory/Methodology
2607.04525,2026-07,cs.CL,vector field,model,Theory/Methodology
2607.04525,2026-07,cs.CL,concept representation,task,Theory/Methodology
2607.04525,2026-07,cs.CL,contextual transformation,task,Theory/Methodology
2607.04525,2026-07,cs.CL,displacement structure,metric,Theory/Methodology
2607.05458,2026-07,cs.LG,harness mdp,theory,Agent/Tool Use
2607.05458,2026-07,cs.LG,advantage-weighted regression,method,Agent/Tool Use
2607.05458,2026-07,cs.LG,offline reinforcement learning,method,Agent/Tool Use
2607.05458,2026-07,cs.LG,finite-horizon,task,Agent/Tool Use
2607.05458,2026-07,cs.LG,task-rubric rewards,metric,Agent/Tool Use
2607.05458,2026-07,cs.LG,harness maturity score,metric,Agent/Tool Use
2607.04523,2026-07,cs.CL,principled-vs-statistical distinction,other,Theory/Methodology
2607.04523,2026-07,cs.CL,language models,model,Theory/Methodology
2607.04523,2026-07,cs.CL,statistical prevalence,metric,Theory/Methodology
2607.05456,2026-07,cs.AI,retrieval-augmented generation,method,Agent/Tool Use
2607.05456,2026-07,cs.AI,section-aware relevance scoring,method,Agent/Tool Use
2607.05456,2026-07,cs.AI,snowball citation expansion,method,Agent/Tool Use
2607.05456,2026-07,cs.AI,autonomous coding agent,tool,Agent/Tool Use
2607.05456,2026-07,cs.AI,quality scorer,metric,Agent/Tool Use
2607.05456,2026-07,cs.AI,hallucination penalties,risk,Agent/Tool Use
2607.05456,2026-07,cs.AI,context-rich reviser,method,Agent/Tool Use
2607.0451,2026-07,cs.CL,latent persona direction,model,Alignment/Safety
2607.0451,2026-07,cs.CL,emergent misalignment,task,Alignment/Safety
2607.0451,2026-07,cs.CL,low-rank peft,method,Alignment/Safety
2607.0451,2026-07,cs.CL,fine-tuning,method,Alignment/Safety
2607.0451,2026-07,cs.CL,cosine similarity,metric,Alignment/Safety
2607.04505,2026-07,cs.AI,pure reasoning,other,Reasoning
2607.04505,2026-07,cs.AI,pattern matching,task,Reasoning
2607.04505,2026-07,cs.AI,natural world,application,Reasoning
2607.04505,2026-07,cs.AI,fourier transform,tool,Reasoning
2607.04505,2026-07,cs.AI,logical complexity,theory,Reasoning
2607.04505,2026-07,cs.AI,physical laws,application,Reasoning
2607.04505,2026-07,cs.AI,biological systems,application,Reasoning
2607.04505,2026-07,cs.AI,innovative solutions,application,Reasoning
2607.04486,2026-07,cs.LG,hybrid model,model,Application
2607.04486,2026-07,cs.LG,yolov5,model,Application
2607.04486,2026-07,cs.LG,mobilenetv2,model,Application
2607.04486,2026-07,cs.LG,logistic regression,model,Application
2607.04486,2026-07,cs.LG,bccd dataset,dataset,Application
2607.0447,2026-07,cs.LG,potential-based reward shaping (pbrs,theory,Alignment/Safety
2607.0447,2026-07,cs.LG,phase-based freeze schedule,method,Alignment/Safety
2607.0447,2026-07,cs.LG,exponential moving average (ema,method,Alignment/Safety
2607.0447,2026-07,cs.LG,cooperative multi-agent reinforcement learning (marl,task,Alignment/Safety
2607.0447,2026-07,cs.LG,reward signal stationarity,theory,Alignment/Safety
2607.0447,2026-07,cs.LG,regime-dependent failure,risk,Alignment/Safety
2607.04469,2026-07,cs.CL,conditional total correlation,theory,Reasoning
2607.04469,2026-07,cs.CL,marker-gated coordination pass,method,Reasoning
2607.04469,2026-07,cs.CL,joint token commitment,method,Reasoning
2607.04469,2026-07,cs.CL,lora adapters,model,Reasoning
2607.04443,2026-07,cs.CV,multi-gpu,tool,Efficiency/Optimization
2607.04443,2026-07,cs.CV,low-latency path,model,Efficiency/Optimization
2607.04443,2026-07,cs.CV,context-parallel,method,Efficiency/Optimization
2607.04443,2026-07,cs.CV,latent generation,task,Efficiency/Optimization
2607.04443,2026-07,cs.CV,sharding,method,Efficiency/Optimization
2607.04439,2026-07,cs.AI,research ideation,task,Theory/Methodology
2607.04439,2026-07,cs.AI,literature search,tool,Theory/Methodology
2607.04439,2026-07,cs.AI,novelty claim,metric,Theory/Methodology
2607.04439,2026-07,cs.AI,pattern recognition,theory,Theory/Methodology
2607.04439,2026-07,cs.AI,failure mode,risk,Theory/Methodology
2607.04436,2026-07,cs.SE,retrieval-augmented generation,method,RAG/Retrieval
2607.04436,2026-07,cs.SE,pragmatic ambiguity,task,RAG/Retrieval
2607.04436,2026-07,cs.SE,domain knowledge base,dataset,RAG/Retrieval
2607.04436,2026-07,cs.SE,requirement disambiguation,task,RAG/Retrieval
2607.04436,2026-07,cs.SE,alignment,theory,RAG/Retrieval
2607.04433,2026-07,cs.IR,autonomy framework,theory,Agent/Tool Use
2607.04433,2026-07,cs.IR,agent-assisted recommendation,application,Agent/Tool Use
2607.04433,2026-07,cs.IR,agent-as-recommender,application,Agent/Tool Use
2607.04433,2026-07,cs.IR,agent-as-user-simulator,application,Agent/Tool Use
2607.04433,2026-07,cs.IR,evaluation methodologies,other,Agent/Tool Use
2607.04433,2026-07,cs.IR,lifelong user modeling,task,Agent/Tool Use
2607.04433,2026-07,cs.IR,multimodal alignment,task,Agent/Tool Use
2607.0443,2026-07,cs.CL,uncertainty quantification,method,Alignment/Safety
2607.0443,2026-07,cs.CL,confidence interval,method,Alignment/Safety
2607.0443,2026-07,cs.CL,risk-controlled selective answering,method,Alignment/Safety
2607.0443,2026-07,cs.CL,alignment criterion,metric,Alignment/Safety
2607.0443,2026-07,cs.CL,error rate,metric,Alignment/Safety
2607.04429,2026-07,cs.CL,confidence intervals,metric,Benchmark/Evaluation
2607.04429,2026-07,cs.CL,paired significance tests,metric,Benchmark/Evaluation
2607.04429,2026-07,cs.CL,power analysis,theory,Benchmark/Evaluation
2607.04429,2026-07,cs.CL,clustered standard errors,metric,Benchmark/Evaluation
2607.04429,2026-07,cs.CL,multiple-comparison correction,theory,Benchmark/Evaluation
2607.04428,2026-07,cs.CL,self-distillation,method,Reasoning
2607.04428,2026-07,cs.CL,on-policy,method,Reasoning
2607.04428,2026-07,cs.CL,denoising,task,Reasoning
2607.04428,2026-07,cs.CL,privileged information,risk,Reasoning
2607.04428,2026-07,cs.CL,masked sequence,task,Reasoning
2607.04423,2026-07,cs.CV,unified multimodal model,model,Multimodal
2607.04423,2026-07,cs.CV,cross-task transfer,theory,Multimodal
2607.04423,2026-07,cs.CV,fine-tuning,method,Multimodal
2607.04423,2026-07,cs.CV,distribution shift,risk,Multimodal
2607.0441,2026-07,cs.CL,hierarchical modeling,method,Multimodal
2607.0441,2026-07,cs.CL,soft-label prediction,method,Multimodal
2607.0441,2026-07,cs.CL,empirical annotator distribution,task,Multimodal
2607.0441,2026-07,cs.CL,gated mlp,model,Multimodal
2607.0441,2026-07,cs.CL,kl divergence,metric,Multimodal
2607.0441,2026-07,cs.CL,homoscedastic uncertainty weighting,theory,Multimodal
2607.04394,2026-07,cs.AI,harness architecture,theory,Agent/Tool Use
2607.04394,2026-07,cs.AI,multi-agent mathematical reasoning,theory,Agent/Tool Use
2607.04394,2026-07,cs.AI,knowledge base manager,model,Agent/Tool Use
2607.04394,2026-07,cs.AI,natural language prover,model,Agent/Tool Use
2607.04394,2026-07,cs.AI,formal language prover,model,Agent/Tool Use
2607.04394,2026-07,cs.AI,open problems,task,Agent/Tool Use
