source,target,edge_weight,first_month,latest_month
elastic modulus,multi-fidelity framework,1,2026-07,2026-07
elastic modulus,surrogate modeling,1,2026-07,2026-07
electroacoustic quantitative measurement,event-based timestamps,1,2026-07,2026-07
electroacoustic quantitative measurement,machine representation reconstruction,1,2026-07,2026-07
electroacoustic quantitative measurement,role-aware encoding,1,2026-07,2026-07
electronic healthcare records (ehr,kappa statistic,1,2026-07,2026-07
electronic healthcare records (ehr,large language models (llm,1,2026-07,2026-07
electronic healthcare records (ehr,severity phenotyping,1,2026-07,2026-07
electronic healthcare records (ehr,synthetic cohort,1,2026-07,2026-07
electronic medical records,natural language processing (nlp,1,2026-07,2026-07
electronic medical records,systems development life cycle (sdlc,1,2026-07,2026-07
eigenvalue clipping,learnable spectrum,1,2026-07,2026-07
dynamic voltage frequency scaling,small language model,1,2026-07,2026-07
dynamic-programming pass,gradient-based alignment,1,2026-07,2026-07
dynamic-programming pass,speech-to-text alignment,1,2026-07,2026-07
dynamic-programming pass,token log probability,1,2026-07,2026-07
early-exit guided predictive prefetching,external corpus,1,2026-07,2026-07
early-exit guided predictive prefetching,external-memory latency,1,2026-07,2026-07
early-exit guided predictive prefetching,gpu--dram--ssd hierarchy,1,2026-07,2026-07
early-exit guided predictive prefetching,offline construction,1,2026-07,2026-07
ecg anonymization,privacy classifier,1,2026-07,2026-07
ecg anonymization,privacy-utility orthogonality,1,2026-07,2026-07
ecg anonymization,reconstruction-aware,1,2026-07,2026-07
ecg anonymization,utility classifier,1,2026-07,2026-07
ecg reconstruction,incomplete ecg records,1,2026-07,2026-07
eeg,signal reconstruction,1,2026-07,2026-07
ecg reconstruction,one-dimensional transformer autoencoder,1,2026-07,2026-07
edge cases,invalid inputs,1,2026-07,2026-07
edge cases,large language models,1,2026-07,2026-07
edge cases,specification grounding,1,2026-07,2026-07
edge cases,test effectiveness,1,2026-07,2026-07
editing for safety,hate,1,2026-07,2026-07
editing for safety,interpretability,1,2026-07,2026-07
editing for safety,language models,1,2026-07,2026-07
editing for safety,neuron selectors,1,2026-07,2026-07
editing for safety,pruning,1,2026-07,2026-07
editing for safety,refusal,1,2026-07,2026-07
eeg,latent-prediction objective,1,2026-07,2026-07
eeg,self-supervised learning,1,2026-07,2026-07
eeg,self-supervised transformer,1,2026-07,2026-07
ecg reconstruction,mask-conditioned,1,2026-07,2026-07
digital twin,verifiable rewards,1,2026-07,2026-07
dimensional metric grouping,failure mode classification,1,2026-07,2026-07
dimensional metric grouping,structured iteration workflow,1,2026-07,2026-07
direct on-policy distillation,log-ratio,1,2026-07,2026-07
direct on-policy distillation,post-rl teacher,1,2026-07,2026-07
direct on-policy distillation,reinforcement learning,1,2026-07,2026-07
direct on-policy distillation,weak-to-strong generalization,1,2026-07,2026-07
direct preference optimization (dpo,dynamic preferences,1,2026-07,2026-07
direct preference optimization (dpo,energy-based model (ebm,1,2026-07,2026-07
direct preference optimization (dpo,pretrained score network,1,2026-07,2026-07
direct preference optimization (dpo,timestep schedules,1,2026-07,2026-07
discrete autoregressive generation,multi-dimensional annotation,1,2026-07,2026-07
discrete autoregressive generation,word-level control,1,2026-07,2026-07
domain knowledge,hallucination,1,2026-07,2026-07
discrete motion latent codes,motion latents,1,2026-07,2026-07
discrete motion latent codes,point cloud evolution,1,2026-07,2026-07
discrete motion latent codes,spatial geometry,1,2026-07,2026-07
discrete token vocabulary,low-rank adaptation (lora,1,2026-07,2026-07
discrete token vocabulary,multimodal large language model (mllm,1,2026-07,2026-07
discrete token vocabulary,short image histories,1,2026-07,2026-07
disentangled representation,fine-tuning,1,2026-07,2026-07
disentangled representation,in-context learning,1,2026-07,2026-07
disentangled representation,pretraining curriculum,1,2026-07,2026-07
disentangled representation,rule-following behavior,1,2026-07,2026-07
displacement structure,point-cloud manifold,1,2026-07,2026-07
displacement structure,vector field,1,2026-07,2026-07
dissipative systems,generalized-ridge sympnet,1,2026-07,2026-07
dissipative systems,grb-sympnet,1,2026-07,2026-07
discrete motion latent codes,manipulation policies,1,2026-07,2026-07
diffusion model,functional connectivity,1,2026-07,2026-07
diffusion model,generative adversarial network,1,2026-07,2026-07
diffusion model,joint ar-diffusion objective,1,2026-07,2026-07
diffusion model,latent graph encoding,1,2026-07,2026-07
diffusion model,multimodal generative framework,1,2026-07,2026-07
diffusion model,self-speculation decoding,1,2026-07,2026-07
diffusion model,structural and functional mri,1,2026-07,2026-07
diffusion model,throughput,1,2026-07,2026-07
diffusion model,transformer,1,2026-07,2026-07
diffusion model,tri-mode language model,1,2026-07,2026-07
diffusion model,variational autoencoder,1,2026-07,2026-07
diffusion samplers,direct preference optimization (dpo,1,2026-07,2026-07
diffusion samplers,dynamic preferences,1,2026-07,2026-07
digital twin,transaction history,1,2026-07,2026-07
diffusion samplers,pretrained score network,1,2026-07,2026-07
diffusion samplers,timestep schedules,1,2026-07,2026-07
digital cardiac assessment,ecg reconstruction,1,2026-07,2026-07
digital cardiac assessment,incomplete ecg records,1,2026-07,2026-07
digital cardiac assessment,mask-conditioned,1,2026-07,2026-07
digital cardiac assessment,one-dimensional transformer autoencoder,1,2026-07,2026-07
digital humanities,domain adaptation,1,2026-07,2026-07
digital humanities,large language models,1,2026-07,2026-07
digital humanities,legal and ethical compliance,1,2026-07,2026-07
digital humanities,literature synthesis,1,2026-07,2026-07
digital humanities,multilingual access,1,2026-07,2026-07
digital humanities,regulation-aware ai,1,2026-07,2026-07
digital twin,reinforcement learning,1,2026-07,2026-07
digital twin,retrieval-augmented generation,1,2026-07,2026-07
diffusion samplers,energy-based model (ebm,1,2026-07,2026-07
diversity and concentration metrics,synthetic consumer data,1,2026-07,2026-07
diversity and concentration metrics,top-term analyses,1,2026-07,2026-07
diversity and concentration metrics,topic models,1,2026-07,2026-07
diversity regularizer,multi-resolution,1,2026-07,2026-07
diversity regularizer,scene-conditioned negative prompts,1,2026-07,2026-07
diversity regularizer,uncertainty-driven selective refinement,1,2026-07,2026-07
document visual question answering,few-shot learning,1,2026-07,2026-07
document visual question answering,vision-language model,1,2026-07,2026-07
document visual question answering,zero-shot evaluation,1,2026-07,2026-07
domain adaptation,entity extraction,1,2026-07,2026-07
domain adaptation,fine-tuning,1,2026-07,2026-07
domain adaptation,frozen backbone,1,2026-07,2026-07
domain adaptation,large language model,1,2026-07,2026-07
dissipative systems,quadrotor,1,2026-07,2026-07
domain adaptation,legal and ethical compliance,1,2026-07,2026-07
domain adaptation,literature synthesis,1,2026-07,2026-07
domain adaptation,mmd,1,2026-07,2026-07
domain adaptation,multilingual access,1,2026-07,2026-07
domain adaptation,multimodal,1,2026-07,2026-07
domain adaptation,ndcg,1,2026-07,2026-07
domain adaptation,ontology-based synonym matching,1,2026-07,2026-07
domain adaptation,polarity-contradiction detection,1,2026-07,2026-07
domain adaptation,regulation-aware ai,1,2026-07,2026-07
domain adaptation,scl,1,2026-07,2026-07
domain adaptation,sentence transformer,1,2026-07,2026-07
domain adaptation,sentiment analysis,1,2026-07,2026-07
domain adaptation,visual-question-answering,1,2026-07,2026-07
domain adaptation,zero-shot learning,1,2026-07,2026-07
domain adaptation,large language models,1,2026-07,2026-07
dissipative systems,structured canonical lift,1,2026-07,2026-07
dissipative systems,symplectic learning,1,2026-07,2026-07
distillation,lora adapters,1,2026-07,2026-07
distillation,moe llm,1,2026-07,2026-07
distillation,multimodal generation,1,2026-07,2026-07
distillation,perceptual stages,1,2026-07,2026-07
distillation,pretrained audio teacher,1,2026-07,2026-07
distillation,semantic stages,1,2026-07,2026-07
distillation,speech recognition,1,2026-07,2026-07
distillation,supervised training,1,2026-07,2026-07
distillation,transformer decoder,1,2026-07,2026-07
distributed sparse interventions,instruction-tuned language models,1,2026-07,2026-07
distributed sparse interventions,neuron-level interventions,1,2026-07,2026-07
distributed sparse interventions,nonlinear effects,1,2026-07,2026-07
diversity and concentration metrics,projective techniques,1,2026-07,2026-07
distribution shift,fine-tuning,1,2026-07,2026-07
distribution shift,unified multimodal model,1,2026-07,2026-07
distributional sensitivity,domain knowledge,1,2026-07,2026-07
distributional sensitivity,hallucination,1,2026-07,2026-07
distributional sensitivity,kl regularization,1,2026-07,2026-07
distributional sensitivity,multi-step derivation,1,2026-07,2026-07
distributional sensitivity,policy gradient,1,2026-07,2026-07
distributional sensitivity,step-level reward,1,2026-07,2026-07
distributional sensitivity,structured feedback,1,2026-07,2026-07
diversity,fidelity,1,2026-07,2026-07
diversity,optimal transport divergence,1,2026-07,2026-07
diversity,text summarization,1,2026-07,2026-07
diversity and concentration metrics,large language models,1,2026-07,2026-07
diversity and concentration metrics,linguistic measures,1,2026-07,2026-07
distributed sparse interventions,task-relevant computations,1,2026-07,2026-07
evaluation methodologies,lifelong user modeling,1,2026-07,2026-07
evaluation methodologies,multimodal alignment,1,2026-07,2026-07
evaluative pipeline,fractal architecture,1,2026-07,2026-07
evaluative pipeline,generative pipeline,1,2026-07,2026-07
evaluative pipeline,genetic and reinforcement-learning evolution,1,2026-07,2026-07
evaluative pipeline,large language model (llm,1,2026-07,2026-07
evaluative pipeline,nas,1,2026-07,2026-07
event-based timestamps,machine representation reconstruction,1,2026-07,2026-07
event-based timestamps,role-aware encoding,1,2026-07,2026-07
evidence-grounded pipeline,fine-tuning,1,2026-07,2026-07
evidence-grounded pipeline,hierarchical task taxonomy,1,2026-07,2026-07
evidence-grounded pipeline,instruction-response pairs,1,2026-07,2026-07
evidence-grounded pipeline,long-context understanding,1,2026-07,2026-07
electronic-nose signals,language-guided latent decomposition,1,2026-07,2026-07
executable patch validation,refusal behavior,1,2026-07,2026-07
executable patch validation,vulnerability detection,1,2026-07,2026-07
executable reasoning-action trajectory,hybrid reward,1,2026-07,2026-07
executable reasoning-action trajectory,multimodal,1,2026-07,2026-07
executable reasoning-action trajectory,rl (reinforcement learning,1,2026-07,2026-07
executable reasoning-action trajectory,tool-augmented agent,1,2026-07,2026-07
executable verification,hybrid framework,1,2026-07,2026-07
executable verification,llm-based semantic assessment,1,2026-07,2026-07
executable verification,multilingual long-horizon llm agents,1,2026-07,2026-07
executable verification,polyworkbench,1,2026-07,2026-07
executable verification,structural grading,1,2026-07,2026-07
executable web application,functional correctness,1,2026-07,2026-07
executable web application,interaction inference,1,2026-07,2026-07
executable web application,state-coherent screenshot set,1,2026-07,2026-07
executable patch validation,localization,1,2026-07,2026-07
error amplification,fully homomorphic encryption,1,2026-07,2026-07
error amplification,perplexity degradation,1,2026-07,2026-07
error amplification,polynomial approximations,1,2026-07,2026-07
error amplification,structured newton layer parallelism,1,2026-07,2026-07
error amplification,symbolic bootstraps,1,2026-07,2026-07
error detection,llm,1,2026-07,2026-07
error detection,program analysis,1,2026-07,2026-07
error detection,smart home configuration,1,2026-07,2026-07
error rate,risk-controlled selective answering,1,2026-07,2026-07
error rate,uncertainty quantification,1,2026-07,2026-07
error-state extended kalman filter,inertial navigation system,1,2026-07,2026-07
error-state extended kalman filter,mamba,1,2026-07,2026-07
error-state extended kalman filter,normal-inverse-gamma distribution,1,2026-07,2026-07
evaluation framework,tool discovery,1,2026-07,2026-07
evaluation,language model,1,2026-07,2026-07
evaluation,language resource,1,2026-07,2026-07
evaluation,large language model,1,2026-07,2026-07
evaluation,mathematical reasoning,1,2026-07,2026-07
evaluation,upstream metric,1,2026-07,2026-07
evaluation budgets,large language models,1,2026-07,2026-07
evaluation budgets,neural network modifications,1,2026-07,2026-07
evaluation budgets,source-guided candidate-generation,1,2026-07,2026-07
evaluation budgets,transfer learning,1,2026-07,2026-07
evaluation framework,large language models,1,2026-07,2026-07
evaluation framework,real-world end-to-end working demands,1,2026-07,2026-07
evaluation framework,retrosynthesis,1,2026-07,2026-07
evaluation framework,robustness,1,2026-07,2026-07
evaluation framework,tool composition,1,2026-07,2026-07
error-state extended kalman filter,proprioceptive vehicle localization,1,2026-07,2026-07
extended conversational context,external knowledge,1,2026-07,2026-07
extended conversational context,human interpretation,1,2026-07,2026-07
extended conversational context,interpretation difficulty,1,2026-07,2026-07
extended conversational context,large language model,1,2026-07,2026-07
extended conversational context,local context,1,2026-07,2026-07
external corpus,external-memory latency,1,2026-07,2026-07
external corpus,gpu--dram--ssd hierarchy,1,2026-07,2026-07
external corpus,offline construction,1,2026-07,2026-07
external knowledge,human interpretation,1,2026-07,2026-07
external knowledge,interpretation difficulty,1,2026-07,2026-07
external knowledge,large language model,1,2026-07,2026-07
external knowledge,local context,1,2026-07,2026-07
external-memory latency,gpu--dram--ssd hierarchy,1,2026-07,2026-07
executable web application,state-management complexity,1,2026-07,2026-07
extraction,knowledge graph,1,2026-07,2026-07
extraction,llm,1,2026-07,2026-07
extraction,typing,1,2026-07,2026-07
extraction,verification,1,2026-07,2026-07
f1 score,grid-based dominance scoring,1,2026-07,2026-07
f1 score,high-resolution rgb imagery,1,2026-07,2026-07
f1 score,iou,1,2026-07,2026-07
f1 score,mupe-diversidades dataset,1,2026-07,2026-07
f1 score,nurc-sp dataset,1,2026-07,2026-07
f1 score,prosodic segmentation,1,2026-07,2026-07
f1 score,semantic segmentation,1,2026-07,2026-07
f1 score,uav imagery,1,2026-07,2026-07
f1 score,whisper,1,2026-07,2026-07
voxcpm2,wer,1,2026-07,2026-07
external-memory latency,offline construction,1,2026-07,2026-07
execution,hierarchical search,1,2026-07,2026-07
execution,multi-hop qa,1,2026-07,2026-07
execution,quality-filtered trajectory distillation,1,2026-07,2026-07
execution,role factorization,1,2026-07,2026-07
expected calibration error (ece,graph attention network (gat,1,2026-07,2026-07
expected calibration error (ece,symbolic attribute graph,1,2026-07,2026-07
experimental design,regression model,1,2026-07,2026-07
experimental design,stochastic model-discovery operator,1,2026-07,2026-07
experimental design,utility-aligned canonical decomposition,1,2026-07,2026-07
expert system,game-playing agent,1,2026-07,2026-07
expert system,information set monte carlo search,1,2026-07,2026-07
expert system,neural fictitious self-play,1,2026-07,2026-07
expert system,reinforcement learning,1,2026-07,2026-07
exponential moving average (ema,reward signal stationarity,1,2026-07,2026-07
expert system,self-play,1,2026-07,2026-07
expert-annotated datasets,hateful event detection,1,2026-07,2026-07
expert-annotated datasets,large language models,1,2026-07,2026-07
expert-annotated datasets,prompt engineering,1,2026-07,2026-07
exploratory data analysis,llm,1,2026-07,2026-07
exploratory data analysis,table insight,1,2026-07,2026-07
exploratory data analysis,table qa,1,2026-07,2026-07
explorer-definer pipeline,pass 2,1,2026-07,2026-07
explorer-definer pipeline,pattern discovery,1,2026-07,2026-07
explorer-definer pipeline,program synthesis,1,2026-07,2026-07
explorer-definer pipeline,reflective orchestrator,1,2026-07,2026-07
exponential moving average (ema,phase-based freeze schedule,1,2026-07,2026-07
exponential moving average (ema,potential-based reward shaping (pbrs,1,2026-07,2026-07
exponential moving average (ema,regime-dependent failure,1,2026-07,2026-07
expert system,reward shaping,1,2026-07,2026-07
emotion distribution,multi-agent pipeline,1,2026-07,2026-07
emotion distribution,multimodal,1,2026-07,2026-07
emotion distribution,open-source llms,1,2026-07,2026-07
emotion distribution,social media,1,2026-07,2026-07
emotion distribution,video2reaction,1,2026-07,2026-07
emotional naturalness,interpersonal stance,1,2026-07,2026-07
emotional naturalness,language and dialect consistency,1,2026-07,2026-07
emotional naturalness,multidimensional protocol,1,2026-07,2026-07
emotional naturalness,response latency,1,2026-07,2026-07
emotional naturalness,seamless interaction corpus,1,2026-07,2026-07
empirical annotator distribution,gated mlp,1,2026-07,2026-07
empirical annotator distribution,hierarchical modeling,1,2026-07,2026-07
empirical annotator distribution,homoscedastic uncertainty weighting,1,2026-07,2026-07
error accumulation,symbolic bootstraps,1,2026-07,2026-07
empirical annotator distribution,soft-label prediction,1,2026-07,2026-07
empirical risk minimization,reproducing kernel hilbert space,1,2026-07,2026-07
empirical risk minimization,statistical inverse learning,1,2026-07,2026-07
empirical risk minimization,variational source condition,1,2026-07,2026-07
empirically derived cultural taxonomy,llm-as-a-judge,1,2026-07,2026-07
empirically derived cultural taxonomy,multicultural,1,2026-07,2026-07
empirically derived cultural taxonomy,multilingual,1,2026-07,2026-07
empirically derived cultural taxonomy,multimodal,1,2026-07,2026-07
encoder-decoder,internal language modeling,1,2026-07,2026-07
encoder-decoder,language model,1,2026-07,2026-07
encoder-decoder,perplexity,1,2026-07,2026-07
encoder-decoder,word error rate,1,2026-07,2026-07
end-to-end training,heterogeneous relaxation,1,2026-07,2026-07
end-to-end training,lagrangian budget constraint,1,2026-07,2026-07
empirical annotator distribution,kl divergence,1,2026-07,2026-07
electronic-nose signals,multimodal,1,2026-07,2026-07
electronic-nose signals,olfaction,1,2026-07,2026-07
electronic-nose signals,scene descriptors,1,2026-07,2026-07
electronic-nose signals,smell encoder,1,2026-07,2026-07
electronic-nose signals,vision-language,1,2026-07,2026-07
elemental and compound phases,homology-controlled gene ontology prediction,1,2026-07,2026-07
elemental and compound phases,multimodal scientific foundation model,1,2026-07,2026-07
elemental and compound phases,native structural reasoning,1,2026-07,2026-07
elemental and compound phases,retrosynthesis accuracy,1,2026-07,2026-07
elemental and compound phases,structure-aware vocabulary,1,2026-07,2026-07
embedding,evaluation,1,2026-07,2026-07
embedding,language model,1,2026-07,2026-07
embedding,upstream metric,1,2026-07,2026-07
emergent misalignment,low-rank peft,1,2026-07,2026-07
embedding model,multimodal representation,1,2026-07,2026-07
embedding model,visual imagination,1,2026-07,2026-07
embedding models,factual consistency,1,2026-07,2026-07
embedding models,faithfulness,1,2026-07,2026-07
embedding models,hybrid retrieval,1,2026-07,2026-07
embedding models,pubhealthbench,1,2026-07,2026-07
embedding models,retrieval-augmented generation,1,2026-07,2026-07
embedding techniques,large language models,1,2026-07,2026-07
embedding techniques,natural language processing,1,2026-07,2026-07
embedding techniques,semantic homogenization,1,2026-07,2026-07
embodied experience,multimodal representation,1,2026-07,2026-07
embodied experience,visual imagination,1,2026-07,2026-07
emergent misalignment,fine-tuning,1,2026-07,2026-07
emergent misalignment,latent persona direction,1,2026-07,2026-07
embedding model,embodied experience,1,2026-07,2026-07
entropy pacing,multi-task reinforcement learning,1,2026-07,2026-07
entropy pacing,policy optimization,1,2026-07,2026-07
epidemic modeling,human decision-making,1,2026-07,2026-07
epidemic modeling,large language model,1,2026-07,2026-07
epidemic modeling,scalable framework,1,2026-07,2026-07
episode failure,hidden activations,1,2026-07,2026-07
episode failure,inference compute,1,2026-07,2026-07
episodic memory,graph property functionals,1,2026-07,2026-07
episodic memory,graph-theoretic representation,1,2026-07,2026-07
episodic memory,working memory,1,2026-07,2026-07
epistemic entropy,heaviside gate,1,2026-07,2026-07
epistemic entropy,predicate-gated state transitions,1,2026-07,2026-07
epistemic entropy,verification-first execution framework,1,2026-07,2026-07
end-to-end training,per-axis normalization,1,2026-07,2026-07
equitable performance,hermeneutic reasoning,1,2026-07,2026-07
equitable performance,linguistic diversity,1,2026-07,2026-07
equitable performance,natural language processing,1,2026-07,2026-07
equitable performance,resource creation,1,2026-07,2026-07
equitable performance,sociolinguistic characteristics,1,2026-07,2026-07
ergodic theory,geometric causal models,1,2026-07,2026-07
ergodic theory,geometric deep learning,1,2026-07,2026-07
ergodic theory,group theory,1,2026-07,2026-07
ergodic theory,scalable bayesian inference,1,2026-07,2026-07
error accumulation,error amplification,1,2026-07,2026-07
error accumulation,fully homomorphic encryption,1,2026-07,2026-07
error accumulation,perplexity degradation,1,2026-07,2026-07
error accumulation,polynomial approximations,1,2026-07,2026-07
error accumulation,structured newton layer parallelism,1,2026-07,2026-07
equitable performance,foundation models,1,2026-07,2026-07
end-to-end workflows,large language model,1,2026-07,2026-07
end-to-end workflows,retrieval-augmented generation,1,2026-07,2026-07
end-to-end workflows,safety guardrails,1,2026-07,2026-07
end-to-end workflows,task-oriented scenarios,1,2026-07,2026-07
endogenous loss function,inference-time plasticity,1,2026-07,2026-07
endogenous loss function,offline recurrent loop,1,2026-07,2026-07
endogenous loss function,path-dependent tension resolution,1,2026-07,2026-07
endogenous loss function,reversibility,1,2026-07,2026-07
endogenous loss function,structural tension,1,2026-07,2026-07
endogenous loss function,topological continuity,1,2026-07,2026-07
endpoint representation,hallucination,1,2026-07,2026-07
endpoint representation,openapi specification,1,2026-07,2026-07
endpoint representation,regex-based constraint,1,2026-07,2026-07
endpoint representation,retrieval-augmented generation,1,2026-07,2026-07
entity familiarity,spectral entropy,1,2026-07,2026-07
energy waste,offloading and quantization strategies,1,2026-07,2026-07
energy waste,powerbench,1,2026-07,2026-07
energy-based model (ebm,pretrained score network,1,2026-07,2026-07
energy-based model (ebm,timestep schedules,1,2026-07,2026-07
entailment,hyperbolic representation,1,2026-07,2026-07
entailment,operating point,1,2026-07,2026-07
entity extraction,large language model,1,2026-07,2026-07
entity extraction,multimodal,1,2026-07,2026-07
entity extraction,ontology-based synonym matching,1,2026-07,2026-07
entity extraction,polarity-contradiction detection,1,2026-07,2026-07
entity extraction,visual-question-answering,1,2026-07,2026-07
entity familiarity,factual reliability,1,2026-07,2026-07
entity familiarity,inverse participation ratio,1,2026-07,2026-07
entity familiarity,large language models,1,2026-07,2026-07
energy waste,mobile llm inference,1,2026-07,2026-07
controlled dialogue prompts,interpersonal stance,1,2026-07,2026-07
controlled dialogue prompts,language and dialect consistency,1,2026-07,2026-07
controlled dialogue prompts,multidimensional protocol,1,2026-07,2026-07
controlled dialogue prompts,response latency,1,2026-07,2026-07
controlled dialogue prompts,seamless interaction corpus,1,2026-07,2026-07
controlled synthetic completions,hidden states,1,2026-07,2026-07
controlled synthetic completions,high-loss completions,1,2026-07,2026-07
controlled synthetic completions,linear decoding,1,2026-07,2026-07
controlled synthetic completions,natural-language datasets,1,2026-07,2026-07
controlled synthetic completions,plan-like internal representation,1,2026-07,2026-07
controlled synthetic completions,position estimation,1,2026-07,2026-07
conversational role attribution,hallucination,1,2026-07,2026-07
conversational role attribution,instruction-following failures,1,2026-07,2026-07
diffusion model,forward pass,1,2026-07,2026-07
conversational role attribution,open-source smaller language models (os-sllms,1,2026-07,2026-07
conversational role attribution,shared decision making (sdm,1,2026-07,2026-07
conversational role attribution,temporal discourse reasoning,1,2026-07,2026-07
convnext,f1 score,1,2026-07,2026-07
convnext,grid-based dominance scoring,1,2026-07,2026-07
convnext,high-resolution rgb imagery,1,2026-07,2026-07
convnext,iou,1,2026-07,2026-07
convnext,semantic segmentation,1,2026-07,2026-07
convnext,uav imagery,1,2026-07,2026-07
convolutional kernels,low-rank adaptation (lora,1,2026-07,2026-07
convolutional kernels,parameter-efficient fine-tuning (peft,1,2026-07,2026-07
convolutional kernels,singular value decomposition (svd,1,2026-07,2026-07
convolutional kernels,spatial bases,1,2026-07,2026-07
cooperative multi-agent reinforcement learning (marl,exponential moving average (ema,1,2026-07,2026-07
conversational role attribution,observer option12,1,2026-07,2026-07
continuation probability,upstream metric,1,2026-07,2026-07
continued pre-training,digital twin,1,2026-07,2026-07
continued pre-training,reinforcement learning,1,2026-07,2026-07
continued pre-training,retrieval-augmented generation,1,2026-07,2026-07
continued pre-training,transaction history,1,2026-07,2026-07
continued pre-training,verifiable rewards,1,2026-07,2026-07
continuous-integration,corpus,1,2026-07,2026-07
continuous-integration,curator review,1,2026-07,2026-07
continuous-integration,large-language-model,1,2026-07,2026-07
continuous-integration,rule discovery,1,2026-07,2026-07
continuous-integration,threshold check,1,2026-07,2026-07
continuous-query,factual precision,1,2026-07,2026-07
continuous-query,knowledge base,1,2026-07,2026-07
controlled dialogue prompts,emotional naturalness,1,2026-07,2026-07
contrastive ranking objectives,detr-style span decoder,1,2026-07,2026-07
contrastive ranking objectives,mixture of beta distribution,1,2026-07,2026-07
contrastive ranking objectives,span-level uncertainty estimation,1,2026-07,2026-07
contrastive vision-encoder training,domain adaptation,1,2026-07,2026-07
contrastive vision-encoder training,entity extraction,1,2026-07,2026-07
contrastive vision-encoder training,large language model,1,2026-07,2026-07
contrastive vision-encoder training,multimodal,1,2026-07,2026-07
contrastive vision-encoder training,ontology-based synonym matching,1,2026-07,2026-07
contrastive vision-encoder training,polarity-contradiction detection,1,2026-07,2026-07
contrastive vision-encoder training,visual-question-answering,1,2026-07,2026-07
control-variate adjustment,heteroscedastic identification,1,2026-07,2026-07
control-variate adjustment,ordinary least squares fit,1,2026-07,2026-07
control-variate adjustment,proxy score,1,2026-07,2026-07
control-variate adjustment,residual variance,1,2026-07,2026-07
continuous-query,limited memory language models,1,2026-07,2026-07
covariance matrix estimation,mahalanobis distance scores,1,2026-07,2026-07
covariance matrix estimation,minimum covariance determinant (mcd,1,2026-07,2026-07
coverage,imbalance,1,2026-07,2026-07
coverage,minority class,1,2026-07,2026-07
coverage,scaffold,1,2026-07,2026-07
creative process,human-ai co-creation,1,2026-07,2026-07
creative process,multimodal interaction,1,2026-07,2026-07
creative process,vision-language model,1,2026-07,2026-07
cross-attention,fusion tokens,1,2026-07,2026-07
cross-attention,inter-view interaction,1,2026-07,2026-07
cross-attention,structured token-level communication,1,2026-07,2026-07
cross-attention,token-centric dual-view learning,1,2026-07,2026-07
cross-center validation,cross-scanner validation,1,2026-07,2026-07
cooperative multi-agent reinforcement learning (marl,phase-based freeze schedule,1,2026-07,2026-07
cross-center validation,self-supervised pretraining,1,2026-07,2026-07
cross-center validation,transformer-based architectures,1,2026-07,2026-07
cross-center validation,vision foundation models,1,2026-07,2026-07
cross-cultural comparison,cultural variation,1,2026-07,2026-07
cross-cultural comparison,embedding model,1,2026-07,2026-07
cross-cultural comparison,embodied experience,1,2026-07,2026-07
cross-cultural comparison,multimodal representation,1,2026-07,2026-07
cross-cultural comparison,visual imagination,1,2026-07,2026-07
cross-depth residual factorization,depth router,1,2026-07,2026-07
cross-depth residual factorization,token-adaptive cache compression,1,2026-07,2026-07
cross-document claim graph,defended-claims gate,1,2026-07,2026-07
cross-document claim graph,long-form qa benchmarks,1,2026-07,2026-07
cross-document claim graph,nli,1,2026-07,2026-07
cross-document claim graph,pollution protocol,1,2026-07,2026-07
cross-center validation,segmentation,1,2026-07,2026-07
cooperative multi-agent reinforcement learning (marl,potential-based reward shaping (pbrs,1,2026-07,2026-07
cooperative multi-agent reinforcement learning (marl,regime-dependent failure,1,2026-07,2026-07
cooperative multi-agent reinforcement learning (marl,reward signal stationarity,1,2026-07,2026-07
coreset selection,few-shot knowledge distillation,1,2026-07,2026-07
coreset selection,image classification,1,2026-07,2026-07
coreset selection,teacher-student model,1,2026-07,2026-07
corpus,curator review,1,2026-07,2026-07
corpus,large-language-model,1,2026-07,2026-07
corpus,rule discovery,1,2026-07,2026-07
corpus,threshold check,1,2026-07,2026-07
cosine similarity,emergent misalignment,1,2026-07,2026-07
cosine similarity,fine-tuning,1,2026-07,2026-07
cosine similarity,latent persona direction,1,2026-07,2026-07
covariance matrix estimation,joint estimation,1,2026-07,2026-07
cost-aware objective,data curation,1,2026-07,2026-07
cost-aware objective,dynamic evolution,1,2026-07,2026-07
cost-aware objective,failure-driven,1,2026-07,2026-07
cost-aware objective,post-training,1,2026-07,2026-07
cost-aware objective,reinforcement learning,1,2026-07,2026-07
cost-aware objective,supervised fine-tuning,1,2026-07,2026-07
counterfactual supervision,oracle,1,2026-07,2026-07
counterfactual supervision,preference optimization,1,2026-07,2026-07
counterfactual supervision,search-routing,1,2026-07,2026-07
counterfactual supervision,supervised fine-tuning,1,2026-07,2026-07
coupling-aware balancing loss,end-to-end training,1,2026-07,2026-07
coupling-aware balancing loss,heterogeneous relaxation,1,2026-07,2026-07
coupling-aware balancing loss,lagrangian budget constraint,1,2026-07,2026-07
coupling-aware balancing loss,per-axis normalization,1,2026-07,2026-07
cosine similarity,low-rank peft,1,2026-07,2026-07
conditional total correlation,joint token commitment,1,2026-07,2026-07
conditional total correlation,lora adapters,1,2026-07,2026-07
conditional total correlation,marker-gated coordination pass,1,2026-07,2026-07
cone machinery,curvature,1,2026-07,2026-07
cone machinery,entailment,1,2026-07,2026-07
